ID,Quotation Name,Document,Quotation Content,Comment,Codes,Reference,Density,Modified by
33:102,ifesdjeen,CASSANDRA-10786,ifesdjeen,,Comment,8:460 - 8:468,1,arjan
33:40,Looks like I have misunderstood the problem. I frst thought more about…,CASSANDRA-10786,"Looks like I have misunderstood the problem. I frst thought more about the  cluster upgrade. But this would certainly help with schema upgrade.
",,Architectural solution benefits and drawbacks,8:471 - 8:615,1,arjan
33:103,thobbs,CASSANDRA-10786,thobbs,,Comment,8:807 - 8:812,1,arjan
33:41,"That looks good to me so far,",CASSANDRA-10786,"That looks good to me so far,",,Architectural solution benefits and drawbacks,8:815 - 8:843,1,arjan
33:42,with one minor change: I think we do need the  (normal) prepared state…,CASSANDRA-10786,"with one minor change: I think we do need the  (normal) prepared statement ID in the new response as well to make it easy for drivers to  update their local metadata.
",,"Architectural component behavior and structure
Architectural solution benefits and drawbacks
Assumptions",8:845 - 8:1012,3,arjan
33:104,ifesdjeen,CASSANDRA-10786,ifesdjeen,,Comment,8:1017 - 8:1025,1,arjan
33:45,"It looks cleaner and should be closer  to what you described. Also, re…",CASSANDRA-10786,"It looks cleaner and should be closer  to what you described. Also, requires less changes both client and server side. ",,Architectural solution benefits and drawbacks,8:1162 - 8:1280,1,arjan
33:43,"In short, I reuse {{Rows}} and add a fag to indicate  that we ""force""…",CASSANDRA-10786,"In short, I reuse {{Rows}} and add a fag to indicate  that we ""force"" the metadata.",,Architectural component behavior and structure,8:1432 - 8:1514,1,arjan
33:44,At least in Java driver that makes the implementation signif-  icantly…,CASSANDRA-10786,"At least in Java driver that makes the implementation signif-  icantly simpler, as we can check fag, check presence of two felds and update metadata or  look it up otherwise, all in one block without having to change too much.",,Architectural solution benefits and drawbacks,8:1516 - 8:1741,1,arjan
33:105,ifesdjeen,CASSANDRA-10786,ifesdjeen,,Comment,8:1920 - 8:1928,1,arjan
33:46,This feature might actually be much more useful than it initially appe…,CASSANDRA-10786,"This feature might actually be much more useful than it initially appeared to  me, although it only occurred to me during the implementation. For example, when the  table gets altered and the statements get re-prepared under the hood, all unafected queries  will not need to go through the long re-prepare path, they’ll be able to submit their queries,  and if metadata doesn’t indicate any change, it’ll just get the results.
",,"Architectural solution benefits and drawbacks
Assumptions",8:1931 - 8:2358,2,arjan
33:47,One more thing: in the current implementation I have omitted the prepa…,CASSANDRA-10786,"One more thing: in the current implementation I have omitted the prepared statement id in  the {{Rows}} response. I’ve checked both Java and Python driver, and in both cases these  IDs are directly available there, since the metadata might get skipped and driver needs a  way to query it, so it’s more or less always around. I think we can safely skip it there.
",,"Architectural component behavior and structure
Assumptions",8:3067 - 8:3429,2,arjan
33:106,thobbs,CASSANDRA-10786,thobbs,,Comment,8:3434 - 8:3439,1,arjan
33:48,"That’s a good point. Unfortunately, server-side we invalidate all rela…",CASSANDRA-10786,"That’s a good point. Unfortunately, server-side we invalidate all related prepared statements  7
whenever a schema change occurs, so there will still be some amount of full repreparation  until the v5 protocol is the minimum supported protocol version and we can change this  server-side behavior. Of course, the primary motivation for this ticket was to handle clients  that use the prepared statement after it’s been re-prepared (if the statement ID hasn’t  changed), and in this case that should work out nicely. To summarize, the frst client to use  a prepared statement after a schema change will still have to reprepare, but later clients will  not.
",,Architectural solution benefits and drawbacks,8:3732 - 9:560,1,arjan
33:107,ifesdjeen,CASSANDRA-10786,ifesdjeen,,Comment,9:1791 - 9:1799,1,arjan
33:49,I’ve made a prototype that helps to avoid re-prepares on schema alteri…,CASSANDRA-10786,"I’ve made a prototype that helps to avoid re-prepares on schema altering by trying re-  preparing statements server side instead of invalidating them, which works quite well",,Architectural solution benefits and drawbacks,9:2082 - 9:2254,1,arjan
33:50,"Hav-  ing that said, we can certainly just invalidate and wait until t…",CASSANDRA-10786,"Hav-  ing that said, we can certainly just invalidate and wait until the frst client hits.",,Architectural design configuration,9:2257 - 9:2346,1,arjan
33:51,But we’d  still beneft from that on all other clients.,CASSANDRA-10786,"But we’d  still beneft from that on all other clients.
",,Architectural solution benefits and drawbacks,9:2348 - 9:2402,1,arjan
33:108,thobbs,CASSANDRA-10786,thobbs,,Comment,9:2408 - 9:2413,1,arjan
33:52,"I could be missing something, but it seems like auto server-side prepa…",CASSANDRA-10786," I could be missing something, but it seems like auto server-side preparation might  cause problems for v3/v4 clients",,Architectural solution benefits and drawbacks,9:2415 - 9:2531,1,arjan
33:53,Our current invalidation isn’t perfect (hence the reason  for this tic…,CASSANDRA-10786,"Our current invalidation isn’t perfect (hence the reason  for this ticket), but it does help in some cases.",,Existing system architecture description,9:2534 - 9:2640,1,arjan
33:54,"Perhaps if we could try to automatically  re-prepare server-side, but…",CASSANDRA-10786,"Perhaps if we could try to automatically  re-prepare server-side, but only if the result set metadata doesn’t change?",,"Architectural design configuration
Assumptions",9:2642 - 9:2758,2,arjan
33:55,We would also  need to make sure we handle errors during preparation g…,CASSANDRA-10786,"We would also  need to make sure we handle errors during preparation gracefully, which might happen if a  table, column, or index is dropped.
",,Architectural design configuration,9:2760 - 9:2902,1,arjan
33:109,ifesdjeen,CASSANDRA-10786,ifesdjeen,,Comment,9:2907 - 9:2915,1,arjan
33:56,What I’ve done was simply re-preparing and having try/catch around,CASSANDRA-10786,What I’ve done was simply re-preparing and having try/catch around,,Architectural design configuration,9:2918 - 9:2983,1,arjan
33:57,"But I  think you’re right, it might be too error-prone to do it that w…",CASSANDRA-10786,"But I  think you’re right, it might be too error-prone to do it that way. ",,Architectural solution benefits and drawbacks,9:2986 - 9:3059,1,arjan
33:58,It might be better to  let users re-prepare the very frst statement an…,CASSANDRA-10786,"It might be better to  let users re-prepare the very frst statement and let the rest be handled through the new  {{Rows}}.
",,"Architectural design configuration
Architectural solution benefits and drawbacks
Assumptions",9:3060 - 9:3183,3,arjan
33:110,thobbs,CASSANDRA-10786,thobbs,,Comment,10:515 - 10:520,1,arjan
33:59,"The Cassandra patch looks good to me, nicely done.",CASSANDRA-10786,"The Cassandra patch looks good to me, nicely done. ",,Architectural solution benefits and drawbacks,10:523 - 10:573,1,arjan
33:111,thobbs,CASSANDRA-10786,thobbs,,Comment,10:2386 - 10:2391,1,arjan
33:60,We probably want to wait for some of those other features before fnali…,CASSANDRA-10786,"We probably want to wait for some of those other features before fnalizing the v5 pro-  tocol. However, we can release with some of the v5 features implemented without actually  allowing v5 connections to be made. For testing, we can use a special fag to allow v5 con-  nections. With that in mind, I don’t necessarily think we should make v5 whatever ends up  in 3.8 -- we should get in the features we really care about and fnalize v5 in whatever C*  release that happens to be.
",,Architectural design configuration,11:162 - 11:642,1,arjan
33:112,jjordan,CASSANDRA-10786,jjordan,,Comment,11:793 - 11:799,1,arjan
33:61,"If we are going to put this in, I think it makes more sense to call th…",CASSANDRA-10786,"If we are going to put this in, I think it makes more sense to call this v5, and what ever the  next changes we make are v6. Drivers can still talk v4 and they could skip v5 to v6 if they  wanted to wait for more feature before implementing.
",,"Architectural design configuration
Architectural solution benefits and drawbacks",11:900 - 11:1142,2,arjan
33:113,thobbs,CASSANDRA-10786,thobbs,,Comment,11:1147 - 11:1152,1,arjan
33:62,"To clarify, I’m saying that we can have v5 in progress across multiple…",CASSANDRA-10786,"To clarify, I’m saying that we can have v5 in progress across multiple releases, and those v5  features simply won’t be accessible to users/drivers until it’s complete.
",,Architectural design configuration,11:1232 - 11:1401,1,arjan
33:114,jjordan,CASSANDRA-10786,jjordan,,Comment,11:1560 - 11:1566,1,arjan
33:63,In a tick tick world I don’t see the reason for putting stuf in that p…,CASSANDRA-10786,"In a tick tick world I don’t see the reason for putting stuf in that people can’t  use.
",,Architectural solution benefits and drawbacks,11:1569 - 11:1657,1,arjan
33:115,slebresne,CASSANDRA-10786,slebresne,,Comment,11:1999 - 11:2007,1,arjan
33:64,We do need to fnd some protocol for releasing new version of the nativ…,CASSANDRA-10786,We do need to fnd some protocol for releasing new version of the native protocol com-  patible with tick-tock.,,Motivation of design issue,11:2124 - 11:2233,1,arjan
33:65,"either we include features one by one but only ""fnalize"" the new versi…",CASSANDRA-10786,"either we include features one by one but only ""fnalize"" the new version when we’re ready,  making it ofcially available only then.
",,Architectural design configuration,11:2285 - 11:2417,1,arjan
33:66,or we just say every new feature released is a new protocol version an…,CASSANDRA-10786," or we just say every new feature released is a new protocol version and we bump it every  time (strictly speaking, we’d only bump once per-cassandra-release, but the window is small  enough that in practice it will be closeish to one feature per protocol version).
",,Architectural design configuration,11:2419 - 11:2685,1,arjan
